sector|month|day|hour|hum_value|temp_value|co_value|no2_value|voc_value|so2_value|pm2_5_value|station_num|factory_num|construction_num|pm10_value
1|10|2|3|0.692747|0.451095|1.000000|0.496296|0.021371|0.320000|0.122400|0.500000|1.000000|0.000000|0.129308
1|10|2|4|0.682935|0.459275|1.000000|0.501074|0.004786|0.315143|0.172157|0.500000|1.000000|0.000000|0.181280
1|10|2|5|0.682935|0.459275|1.000000|0.501074|0.004786|0.315143|0.172157|0.500000|1.000000|0.000000|0.181280
1|10|2|6|0.682935|0.459275|1.000000|0.501074|0.004786|0.315143|0.172157|0.500000|1.000000|0.000000|0.181280
1|10|2|7|0.682935|0.459275|1.000000|0.501074|0.004786|0.315143|0.172157|0.500000|1.000000|0.000000|0.181280
1|10|2|8|0.682935|0.459275|1.000000|0.501074|0.004786|0.315143|0.172157|0.500000|1.000000|0.000000|0.181280
1|10|2|9|0.682935|0.459275|1.000000|0.501074|0.004786|0.315143|0.172157|0.500000|1.000000|0.000000|0.181280
1|10|2|10|0.682935|0.459275|1.000000|0.501074|0.004786|0.315143|0.172157|0.500000|1.000000|0.000000|0.181280
1|10|2|11|0.442308|0.602102|1.000000|0.462963|0.006406|0.160714|0.183333|0.500000|1.000000|0.000000|0.181604
1|10|2|12|0.373626|0.660726|0.500000|0.444444|0.028187|0.000000|0.033333|0.500000|1.000000|0.000000|0.037736
1|10|2|13|0.373626|0.660726|0.500000|0.444444|0.028187|0.000000|0.033333|0.500000|1.000000|0.000000|0.037736
1|10|2|14|0.373626|0.660726|0.500000|0.444444|0.028187|0.000000|0.033333|0.500000|1.000000|0.000000|0.037736
1|10|2|15|0.373626|0.660726|0.500000|0.444444|0.028187|0.000000|0.033333|0.500000|1.000000|0.000000|0.037736
1|10|2|16|0.463617|0.611049|0.918920|0.474481|0.015479|0.301143|0.047568|0.500000|1.000000|0.000000|0.049295
1|10|2|17|0.746427|0.487953|0.827070|0.482333|0.021617|0.106286|0.080000|0.500000|1.000000|0.000000|0.080957
1|10|2|18|0.831502|0.439010|0.928570|0.483259|0.023062|0.034000|0.136190|0.500000|1.000000|0.000000|0.142558
1|10|2|19|0.604396|0.525752|1.000000|0.483444|0.001349|0.248143|0.083158|0.500000|1.000000|0.000000|0.084409
1|10|2|20|0.597363|0.522302|0.760000|0.469630|0.009789|0.262857|0.066667|0.500000|1.000000|0.000000|0.070943
1|10|2|21|0.681319|0.534995|0.000000|0.444444|0.020500|0.000000|0.106667|0.500000|1.000000|0.000000|0.106918
1|10|2|22|0.560440|0.523686|0.500000|0.518519|0.000641|0.381000|0.015556|0.500000|1.000000|0.000000|0.020964
1|10|2|23|0.667277|0.491422|0.777780|0.487667|0.015161|0.134857|0.063333|0.500000|1.000000|0.000000|0.064990
1|10|3|0|0.586619|0.535582|1.000000|0.505444|0.014207|0.399143|0.077059|0.500000|1.000000|0.000000|0.075842
1|10|3|1|0.600440|0.528848|0.400000|0.487407|0.061704|0.331429|0.060267|0.500000|1.000000|0.000000|0.063899
1|10|3|2|0.571429|0.564931|0.555555|0.485593|0.016941|0.317429|0.091852|0.500000|1.000000|0.000000|0.089448
1|10|3|3|0.694202|0.495562|0.413795|0.477667|0.018114|0.157571|0.071494|0.500000|1.000000|0.000000|0.075905
1|10|3|4|0.571429|0.511046|1.000000|0.407407|0.020500|0.571429|0.013333|0.500000|1.000000|0.000000|0.012579
1|10|3|5|0.571429|0.511046|1.000000|0.407407|0.020500|0.571429|0.013333|0.500000|1.000000|0.000000|0.012579
1|10|3|6|0.571429|0.511046|1.000000|0.407407|0.020500|0.571429|0.013333|0.500000|1.000000|0.000000|0.012579
1|10|3|7|0.598901|0.496724|1.000000|0.494556|0.015186|0.315143|0.053725|0.500000|1.000000|0.000000|0.059009
1|10|3|8|0.945055|0.311473|1.000000|0.407407|0.006406|0.428571|0.066667|0.500000|1.000000|0.000000|0.069182
1|10|3|9|0.549451|0.521025|1.000000|0.518519|0.014094|0.285714|0.020000|0.500000|1.000000|0.000000|0.025157
1|10|3|10|0.549451|0.521025|1.000000|0.518519|0.014094|0.285714|0.020000|0.500000|1.000000|0.000000|0.025157
1|10|3|11|0.549451|0.521025|1.000000|0.518519|0.014094|0.285714|0.020000|0.500000|1.000000|0.000000|0.025157
1|10|3|12|0.604396|0.467140|1.000000|0.518519|0.042281|0.571429|0.073333|0.500000|1.000000|0.000000|0.081761
1|10|3|13|0.264300|0.759796|0.628205|0.509037|0.006406|0.205143|0.043761|0.500000|1.000000|0.000000|0.058055
1|10|3|14|0.264300|0.759796|0.628205|0.509037|0.006406|0.205143|0.043761|0.500000|1.000000|0.000000|0.058055
1|10|3|15|0.230769|0.726892|1.000000|0.472926|0.006209|0.263714|0.019487|0.500000|1.000000|0.000000|0.028544
1|10|3|16|0.313187|0.616820|0.500000|0.462963|0.000641|0.428571|0.016667|0.500000|1.000000|0.000000|0.018868
1|10|3|17|0.342229|0.586124|0.857145|0.446222|0.001830|0.061286|0.031111|0.500000|1.000000|0.000000|0.040132
1|10|3|18|0.455854|0.488199|0.896550|0.482741|0.001414|0.192143|0.035402|0.500000|1.000000|0.000000|0.041423
1|10|3|19|0.411665|0.524863|0.269230|0.464370|0.142906|0.296714|0.022051|0.500000|1.000000|0.000000|0.024190
1|10|3|20|0.376374|0.555451|0.312500|0.458333|0.115311|0.250000|0.019167|0.500000|1.000000|0.000000|0.022013
1|10|3|21|0.376374|0.555451|0.312500|0.458333|0.115311|0.250000|0.019167|0.500000|1.000000|0.000000|0.022013
1|10|3|22|0.516484|0.441196|0.500000|0.500000|0.000000|0.214286|0.050000|0.500000|1.000000|0.000000|0.059748
1|10|3|23|0.475275|0.461153|1.000000|0.500000|0.000000|0.357143|0.011667|0.500000|1.000000|0.000000|0.012579
1|10|4|0|0.434066|0.495081|0.500000|0.450630|0.000000|0.369000|0.011667|0.500000|1.000000|0.000000|0.016771
1|10|4|1|0.461538|0.481110|1.000000|0.481481|0.000000|0.285714|0.033333|0.500000|1.000000|0.000000|0.037736
1|10|4|2|0.571429|0.426727|0.500000|0.518519|0.000000|0.321429|0.025000|0.500000|1.000000|0.000000|0.037736
1|10|4|3|0.571429|0.426727|0.500000|0.518519|0.000000|0.321429|0.025000|0.500000|1.000000|0.000000|0.037736
1|10|4|4|0.543956|0.439200|1.000000|0.501667|0.000000|0.266286|0.031212|0.500000|1.000000|0.000000|0.038593
1|10|4|5|0.555445|0.433213|1.000000|0.491593|0.000000|0.220714|0.021212|0.500000|1.000000|0.000000|0.029160
1|10|4|6|0.555445|0.433213|1.000000|0.491593|0.000000|0.220714|0.021212|0.500000|1.000000|0.000000|0.029160
1|10|4|7|0.555445|0.433213|1.000000|0.491593|0.000000|0.220714|0.021212|0.500000|1.000000|0.000000|0.029160
1|10|4|8|0.466844|0.481179|0.689655|0.471259|0.014580|0.285714|0.028046|0.500000|1.000000|0.000000|0.033832
1|10|4|9|0.466844|0.481179|0.689655|0.471259|0.014580|0.285714|0.028046|0.500000|1.000000|0.000000|0.033832
1|10|4|10|0.395604|0.522023|0.000000|0.518519|0.067585|0.285714|0.013333|0.500000|1.000000|0.000000|0.017296
1|10|4|11|0.395604|0.522023|0.000000|0.518519|0.067585|0.285714|0.013333|0.500000|1.000000|0.000000|0.017296
1|10|4|12|0.395604|0.522023|0.000000|0.518519|0.067585|0.285714|0.013333|0.500000|1.000000|0.000000|0.017296
1|10|4|13|0.395604|0.522023|0.000000|0.518519|0.067585|0.285714|0.013333|0.500000|1.000000|0.000000|0.017296
1|10|4|14|0.307692|0.564931|1.000000|0.407407|0.016656|0.000000|0.013333|0.500000|1.000000|0.000000|0.018868
1|10|4|15|0.297390|0.572664|0.937500|0.419000|0.015455|0.035714|0.016250|0.500000|1.000000|0.000000|0.021226
1|10|4|16|0.297390|0.572664|0.937500|0.419000|0.015455|0.035714|0.016250|0.500000|1.000000|0.000000|0.021226
1|10|4|17|0.340659|0.483106|0.000000|0.456778|0.001281|0.365143|0.036296|0.500000|1.000000|0.000000|0.040531
1|10|4|18|0.376518|0.459473|0.078945|0.483444|0.011126|0.285714|0.037895|0.500000|1.000000|0.000000|0.040053
1|10|4|19|0.376518|0.459473|0.078945|0.483444|0.011126|0.285714|0.037895|0.500000|1.000000|0.000000|0.040053
1|10|4|20|0.365385|0.455665|0.500000|0.500000|0.002883|0.250000|0.033333|0.500000|1.000000|0.000000|0.034591
1|10|4|21|0.359707|0.463947|0.516665|0.490111|0.003716|0.242857|0.038000|0.500000|1.000000|0.000000|0.041929
1|10|4|22|0.362637|0.491089|1.000000|0.518519|0.005125|0.571429|0.033333|0.500000|1.000000|0.000000|0.037736
1|10|4|23|0.443956|0.408865|0.300000|0.496296|0.000256|0.385714|0.035333|0.500000|1.000000|0.000000|0.038365
1|10|5|0|0.454046|0.421239|0.818180|0.469704|0.000000|0.285714|0.039697|0.500000|1.000000|0.000000|0.045740
1|10|5|1|0.454046|0.421239|0.818180|0.469704|0.000000|0.285714|0.039697|0.500000|1.000000|0.000000|0.045740
1|10|5|2|0.484737|0.389750|0.277780|0.460889|0.002562|0.444429|0.045185|0.500000|1.000000|0.000000|0.049616
1|10|5|3|0.494505|0.369350|0.500000|0.444444|0.002562|0.571429|0.060000|0.500000|1.000000|0.000000|0.069182
1|10|5|4|0.494505|0.369350|0.500000|0.444444|0.002562|0.571429|0.060000|0.500000|1.000000|0.000000|0.069182
1|10|5|5|0.497645|0.396720|0.500000|0.486778|0.010250|0.285714|0.063810|0.500000|1.000000|0.000000|0.070530
1|10|5|6|0.517170|0.390180|0.500000|0.474556|0.009289|0.142857|0.039583|0.500000|1.000000|0.000000|0.041667
1|10|5|7|0.741758|0.313968|1.000000|0.453704|0.006406|0.178571|0.081667|0.500000|1.000000|0.000000|0.086478
1|10|5|8|0.437991|0.452885|0.500000|0.492074|0.006406|0.204143|0.070476|0.500000|1.000000|0.000000|0.074573
1|10|5|9|0.791209|0.257589|1.000000|0.444444|0.006406|0.142857|0.066667|0.500000|1.000000|0.000000|0.062893
1|10|5|10|0.791209|0.257589|1.000000|0.444444|0.006406|0.142857|0.066667|0.500000|1.000000|0.000000|0.062893
1|10|5|11|0.450549|0.455166|0.500000|0.407407|0.025625|0.428571|0.026667|0.500000|1.000000|0.000000|0.031447
1|10|5|12|0.450549|0.455166|0.500000|0.407407|0.025625|0.428571|0.026667|0.500000|1.000000|0.000000|0.031447
1|10|5|13|0.557300|0.389877|0.714285|0.460333|0.008236|0.244857|0.056190|0.500000|1.000000|0.000000|0.053908
1|10|5|14|0.349650|0.501068|0.909090|0.454556|0.005008|0.272714|0.047273|0.500000|1.000000|0.000000|0.049743
1|10|5|15|0.346154|0.514040|0.500000|0.444444|0.004484|0.000000|0.013333|0.500000|1.000000|0.000000|0.015723
1|10|5|16|0.340659|0.476675|0.500000|0.473259|0.006406|0.349143|0.016296|0.500000|1.000000|0.000000|0.022362
1|10|5|17|0.460508|0.429658|1.000000|0.483815|0.000000|0.236571|0.023958|0.500000|1.000000|0.000000|0.029678
1|10|5|18|0.460508|0.429658|1.000000|0.483815|0.000000|0.236571|0.023958|0.500000|1.000000|0.000000|0.029678
1|10|5|19|0.460508|0.429658|1.000000|0.483815|0.000000|0.236571|0.023958|0.500000|1.000000|0.000000|0.029678
1|10|5|20|0.460508|0.429658|1.000000|0.483815|0.000000|0.236571|0.023958|0.500000|1.000000|0.000000|0.029678
1|10|5|21|0.472527|0.437204|0.500000|0.444444|0.260090|0.571429|0.013333|0.500000|1.000000|0.000000|0.012579
1|10|5|22|0.472527|0.437204|0.500000|0.444444|0.260090|0.571429|0.013333|0.500000|1.000000|0.000000|0.012579
1|10|5|23|0.472527|0.437204|0.500000|0.444444|0.260090|0.571429|0.013333|0.500000|1.000000|0.000000|0.012579
1|10|6|0|0.472527|0.437204|0.500000|0.444444|0.260090|0.571429|0.013333|0.500000|1.000000|0.000000|0.012579
1|10|6|1|0.429107|0.449519|0.621950|0.472444|0.001281|0.247429|0.033496|0.500000|1.000000|0.000000|0.042645
1|10|6|2|0.540904|0.413699|0.500000|0.495889|0.007260|0.309571|0.040741|0.500000|1.000000|0.000000|0.042278
1|10|6|3|0.675039|0.354239|0.500000|0.449741|0.009701|0.142857|0.028571|0.500000|1.000000|0.000000|0.028751
1|10|6|4|0.675039|0.354239|0.500000|0.449741|0.009701|0.142857|0.028571|0.500000|1.000000|0.000000|0.028751
1|10|6|5|0.661401|0.374214|0.375000|0.486111|0.017937|0.321429|0.058750|0.500000|1.000000|0.000000|0.063679
1|10|6|6|0.758242|0.343405|0.000000|0.518519|0.020500|0.571429|0.046667|0.500000|1.000000|0.000000|0.056604
1|10|6|7|0.758242|0.343405|0.000000|0.518519|0.020500|0.571429|0.046667|0.500000|1.000000|0.000000|0.056604
1|10|6|8|0.637363|0.397290|0.000000|0.518519|0.003844|0.285714|0.073333|0.500000|1.000000|0.000000|0.088050
1|10|6|9|0.637363|0.397290|0.000000|0.518519|0.003844|0.285714|0.073333|0.500000|1.000000|0.000000|0.088050
1|10|6|10|0.637363|0.397290|0.000000|0.518519|0.003844|0.285714|0.073333|0.500000|1.000000|0.000000|0.088050
1|10|6|11|0.637363|0.397290|0.000000|0.518519|0.003844|0.285714|0.073333|0.500000|1.000000|0.000000|0.088050
1|10|6|12|0.637363|0.397290|0.000000|0.518519|0.003844|0.285714|0.073333|0.500000|1.000000|0.000000|0.088050
1|10|6|13|0.681319|0.465145|1.000000|0.481481|0.028187|0.571429|0.086667|0.500000|1.000000|0.000000|0.081761
1|10|6|14|0.681319|0.465145|1.000000|0.481481|0.028187|0.571429|0.086667|0.500000|1.000000|0.000000|0.081761
1|10|6|15|0.703297|0.423234|0.000000|0.481481|0.017937|0.571429|0.086667|0.500000|1.000000|0.000000|0.100629
1|10|6|16|0.703297|0.423234|0.000000|0.481481|0.017937|0.571429|0.086667|0.500000|1.000000|0.000000|0.100629
1|10|6|17|0.637363|0.439200|0.500000|0.518519|0.001281|0.142857|0.133333|0.500000|1.000000|0.000000|0.163522
1|10|6|18|0.677937|0.422774|0.000000|0.481481|0.034495|0.285714|0.064615|0.500000|1.000000|0.000000|0.067731
1|10|6|19|0.582418|0.491089|1.000000|0.407407|0.015375|0.142857|0.073333|0.500000|1.000000|0.000000|0.069182
1|10|6|20|0.886203|0.428113|0.911110|0.415630|0.225297|0.504714|0.124296|0.500000|1.000000|0.000000|0.133892
1|10|6|21|0.923077|0.429221|1.000000|0.407407|0.275464|0.571429|0.120000|0.500000|1.000000|0.000000|0.132075
1|10|6|22|0.923077|0.429221|1.000000|0.407407|0.275464|0.571429|0.120000|0.500000|1.000000|0.000000|0.132075
1|10|6|23|0.923077|0.429221|1.000000|0.407407|0.275464|0.571429|0.120000|0.500000|1.000000|0.000000|0.132075
1|10|7|0|0.923077|0.429221|1.000000|0.407407|0.275464|0.571429|0.120000|0.500000|1.000000|0.000000|0.132075
1|10|7|1|0.649725|0.437142|1.000000|0.478000|0.000000|0.263429|0.147917|0.500000|1.000000|0.000000|0.166274
1|10|7|2|0.670330|0.426727|1.000000|0.500000|0.000000|0.178571|0.125000|0.500000|1.000000|0.000000|0.141509
1|10|7|3|0.670330|0.426727|1.000000|0.500000|0.000000|0.178571|0.125000|0.500000|1.000000|0.000000|0.141509
1|10|7|4|0.670330|0.426727|1.000000|0.500000|0.000000|0.178571|0.125000|0.500000|1.000000|0.000000|0.141509
1|10|7|5|0.670330|0.426727|1.000000|0.500000|0.000000|0.178571|0.125000|0.500000|1.000000|0.000000|0.141509
1|10|7|6|0.780220|0.379328|0.500000|0.509259|0.133248|0.482143|0.157500|0.500000|1.000000|0.000000|0.174528
1|10|7|7|0.647852|0.442919|0.204545|0.466333|0.007396|0.370143|0.208788|0.500000|1.000000|0.000000|0.227844
1|10|7|8|0.647852|0.442919|0.204545|0.466333|0.007396|0.370143|0.208788|0.500000|1.000000|0.000000|0.227844
1|10|7|9|0.647852|0.442919|0.204545|0.466333|0.007396|0.370143|0.208788|0.500000|1.000000|0.000000|0.227844
1|10|7|10|0.647852|0.442919|0.204545|0.466333|0.007396|0.370143|0.208788|0.500000|1.000000|0.000000|0.227844
1|10|7|11|0.414443|0.609122|0.500000|0.507926|0.027180|0.255143|0.076190|0.500000|1.000000|0.000000|0.081761
1|10|7|12|0.725275|0.511567|0.586955|0.420296|0.012757|0.428571|0.229855|0.500000|1.000000|0.000000|0.233525
1|10|7|13|0.291994|0.715846|0.595240|0.497370|0.033312|0.244857|0.066667|0.500000|1.000000|0.000000|0.073375
1|10|7|14|0.324786|0.669818|1.000000|0.477370|0.000712|0.158714|0.062963|0.500000|1.000000|0.000000|0.071279
1|10|7|15|0.358432|0.660554|0.975310|0.546852|0.014853|0.416286|0.022634|0.500000|1.000000|0.000000|0.021896
1|10|7|16|0.389140|0.604493|0.764705|0.507630|0.009195|0.361286|0.021569|0.500000|1.000000|0.000000|0.024047
1|10|7|17|0.474852|0.542556|0.865385|0.471519|0.021485|0.269286|0.023974|0.500000|1.000000|0.000000|0.026125
1|10|7|18|0.474852|0.542556|0.865385|0.471519|0.021485|0.269286|0.023974|0.500000|1.000000|0.000000|0.026125
1|10|7|19|0.648352|0.459157|0.500000|0.555556|0.070468|0.428571|0.013333|0.500000|1.000000|0.000000|0.012579
1|10|7|20|0.650794|0.457605|0.500000|0.530852|0.060645|0.428571|0.020000|0.500000|1.000000|0.000000|0.018868
1|10|7|21|0.648352|0.459157|0.500000|0.555556|0.070468|0.428571|0.013333|0.500000|1.000000|0.000000|0.012579
1|10|7|22|0.608251|0.478765|0.500000|0.545148|0.051766|0.308286|0.017076|0.500000|1.000000|0.000000|0.019640
1|10|7|23|0.626084|0.470134|0.500000|0.516556|0.035537|0.274429|0.037544|0.500000|1.000000|0.000000|0.041543
1|10|8|0|0.666859|0.483421|0.500000|0.488296|0.046697|0.116571|0.026667|0.500000|1.000000|0.000000|0.027474
1|10|8|1|0.703297|0.473128|0.500000|0.481481|0.056374|0.142857|0.026667|0.500000|1.000000|0.000000|0.025157
1|10|8|2|0.636364|0.438565|0.500000|0.503370|0.237843|0.324714|0.023333|0.500000|1.000000|0.000000|0.024014
1|10|8|3|0.657143|0.427226|0.500000|0.533333|0.462268|0.400000|0.013333|0.500000|1.000000|0.000000|0.013836
1|10|8|4|0.657143|0.427226|0.500000|0.533333|0.462268|0.400000|0.013333|0.500000|1.000000|0.000000|0.013836
1|10|8|5|0.657143|0.427226|0.500000|0.533333|0.462268|0.400000|0.013333|0.500000|1.000000|0.000000|0.013836
1|10|8|6|0.657143|0.427226|0.500000|0.533333|0.462268|0.400000|0.013333|0.500000|1.000000|0.000000|0.013836
1|10|8|7|0.650888|0.447797|0.846155|0.475778|0.006406|0.318714|0.050769|0.500000|1.000000|0.000000|0.053217
1|10|8|8|0.650888|0.447797|0.846155|0.475778|0.006406|0.318714|0.050769|0.500000|1.000000|0.000000|0.053217
1|10|8|9|0.650888|0.447797|0.846155|0.475778|0.006406|0.318714|0.050769|0.500000|1.000000|0.000000|0.053217
1|10|8|10|0.802198|0.399286|0.000000|0.407407|0.000000|0.000000|0.233333|0.500000|1.000000|0.000000|0.238994
1|10|8|11|0.263736|0.784461|1.000000|0.444444|0.006406|0.000000|0.073333|0.500000|1.000000|0.000000|0.081761
1|10|8|12|0.263736|0.784461|1.000000|0.444444|0.006406|0.000000|0.073333|0.500000|1.000000|0.000000|0.081761
1|10|8|13|0.186813|0.772088|0.500000|0.451852|0.006406|0.257143|0.037333|0.500000|1.000000|0.000000|0.036478
1|10|8|14|0.263736|0.723259|1.000000|0.465037|0.006406|0.190429|0.043704|0.500000|1.000000|0.000000|0.048218
1|10|8|15|0.263736|0.723259|1.000000|0.465037|0.006406|0.190429|0.043704|0.500000|1.000000|0.000000|0.048218
1|10|8|16|0.250183|0.709754|0.566665|0.487667|0.022678|0.323857|0.092222|0.500000|1.000000|0.000000|0.096646
1|10|8|17|0.357143|0.622807|0.750000|0.481481|0.013133|0.428571|0.116667|0.500000|1.000000|0.000000|0.117925
1|10|8|18|0.357143|0.622807|0.750000|0.481481|0.013133|0.428571|0.116667|0.500000|1.000000|0.000000|0.117925
1|10|8|19|0.675535|0.440251|0.973685|0.479519|0.000067|0.000000|0.182807|0.500000|1.000000|0.000000|0.190665
1|10|8|20|0.515263|0.521912|1.000000|0.506185|0.032600|0.142857|0.081481|0.500000|1.000000|0.000000|0.084556
1|10|8|21|0.373626|0.602850|0.500000|0.444444|0.001281|0.000000|0.113333|0.500000|1.000000|0.000000|0.113208
1|10|8|22|0.509890|0.527240|0.800000|0.470889|0.005162|0.163286|0.118286|0.500000|1.000000|0.000000|0.125247
1|10|8|23|0.557509|0.501733|0.633335|0.461741|0.008029|0.390429|0.128889|0.500000|1.000000|0.000000|0.132495
1|10|9|0|0.560178|0.496364|0.500000|0.490296|0.078186|0.244857|0.124603|0.500000|1.000000|0.000000|0.130878
1|10|9|1|0.621490|0.484363|0.333335|0.444444|0.296866|0.439143|0.037778|0.500000|1.000000|0.000000|0.039366
1|10|9|2|0.621490|0.484363|0.333335|0.444444|0.296866|0.439143|0.037778|0.500000|1.000000|0.000000|0.039366
1|10|9|3|0.621490|0.484363|0.333335|0.444444|0.296866|0.439143|0.037778|0.500000|1.000000|0.000000|0.039366
1|10|9|4|0.582418|0.467140|0.500000|0.407407|0.014094|0.000000|0.113333|0.500000|1.000000|0.000000|0.119497
1|10|9|5|0.684066|0.411260|1.000000|0.490741|0.037156|0.250000|0.140000|0.500000|1.000000|0.000000|0.154088
1|10|9|6|0.648352|0.427226|1.000000|0.407407|0.002562|0.428571|0.113333|0.500000|1.000000|0.000000|0.113208
1|10|9|7|0.655366|0.425697|1.000000|0.409000|0.002726|0.434714|0.117021|0.500000|1.000000|0.000000|0.117757
1|10|9|8|0.958486|0.305708|1.000000|0.407407|0.149192|0.571429|0.269630|0.500000|1.000000|0.000000|0.277428
1|10|9|9|0.725275|0.422236|1.000000|0.444444|0.046765|0.571429|0.436667|0.500000|1.000000|0.000000|0.471698
1|10|9|10|0.725275|0.422236|1.000000|0.444444|0.046765|0.571429|0.436667|0.500000|1.000000|0.000000|0.471698
1|10|9|11|0.725275|0.422236|1.000000|0.444444|0.046765|0.571429|0.436667|0.500000|1.000000|0.000000|0.471698
1|10|9|12|0.546311|0.524446|0.500000|0.449741|0.163265|0.285714|0.120952|0.500000|1.000000|0.000000|0.130279
1|10|9|13|0.439560|0.568923|0.500000|0.407407|0.292120|0.285714|0.193333|0.500000|1.000000|0.000000|0.220126
1|10|9|14|0.219780|0.804419|0.500000|0.518519|0.074311|0.428571|0.106667|0.500000|1.000000|0.000000|0.106918
1|10|9|15|0.219780|0.804419|0.500000|0.518519|0.074311|0.428571|0.106667|0.500000|1.000000|0.000000|0.106918
1|10|9|16|0.309262|0.678307|1.000000|0.477963|0.006406|0.319714|0.178730|0.500000|1.000000|0.000000|0.187781
1|10|9|17|0.357830|0.630915|1.000000|0.465296|0.006406|0.312571|0.147083|0.500000|1.000000|0.000000|0.157626
1|10|9|18|0.252747|0.756521|0.000000|0.518519|0.005125|0.285714|0.113333|0.500000|1.000000|0.000000|0.113208
1|10|9|19|0.315542|0.708053|0.571430|0.515889|0.013361|0.285714|0.162857|0.500000|1.000000|0.000000|0.165319
1|10|9|20|0.384615|0.670705|1.000000|0.555556|0.008969|0.000000|0.126667|0.500000|1.000000|0.000000|0.132075
1|10|9|21|0.458242|0.616221|0.800000|0.518519|0.011787|0.214286|0.196667|0.500000|1.000000|0.000000|0.208176
1|10|9|22|0.560440|0.532750|1.000000|0.495370|0.013933|0.285714|0.296667|0.500000|1.000000|0.000000|0.294025
1|10|9|23|0.500000|0.577903|0.750000|0.518519|0.146060|0.214286|0.080000|0.500000|1.000000|0.000000|0.081761
1|10|10|0|0.560440|0.507055|1.000000|0.444444|0.215247|0.285714|0.113333|0.500000|1.000000|0.000000|0.125786
1|10|10|1|0.560440|0.507055|1.000000|0.444444|0.215247|0.285714|0.113333|0.500000|1.000000|0.000000|0.125786
1|10|10|2|0.560440|0.507055|1.000000|0.444444|0.215247|0.285714|0.113333|0.500000|1.000000|0.000000|0.125786
1|10|10|3|0.560440|0.507055|1.000000|0.444444|0.215247|0.285714|0.113333|0.500000|1.000000|0.000000|0.125786
