sector|month|day|hour|hum_value|temp_value|co_value|no2_value|voc_value|so2_value|pm2_5_value|station_num|factory_num|construction_num|pm10_value
1|7|1|0|0.593407|0.602850|1.000000|0.555556|0.245996|0.000000|0.126667|0.500000|1.000000|0.000000|0.138365
1|7|1|1|0.472527|0.592206|1.000000|0.432111|0.184924|0.381000|0.266667|0.500000|1.000000|0.000000|0.283019
1|7|1|2|0.395604|0.680683|1.000000|0.407407|0.229340|0.285714|0.153333|0.500000|1.000000|0.000000|0.144654
1|7|1|3|0.395604|0.680683|1.000000|0.407407|0.229340|0.285714|0.153333|0.500000|1.000000|0.000000|0.144654
1|7|1|4|0.522478|0.598858|1.000000|0.515148|0.400326|0.155857|0.089697|0.500000|1.000000|0.000000|0.090909
1|7|1|5|0.522478|0.598858|1.000000|0.515148|0.400326|0.155857|0.089697|0.500000|1.000000|0.000000|0.090909
1|7|1|6|0.522478|0.598858|1.000000|0.515148|0.400326|0.155857|0.089697|0.500000|1.000000|0.000000|0.090909
1|7|1|7|0.571429|0.600854|1.000000|0.481481|0.006406|0.000000|0.180000|0.500000|1.000000|0.000000|0.188679
1|7|1|8|0.472527|0.634782|1.000000|0.444444|0.440743|0.285714|0.113333|0.500000|1.000000|0.000000|0.119497
1|7|1|9|0.472527|0.634782|1.000000|0.444444|0.440743|0.285714|0.113333|0.500000|1.000000|0.000000|0.119497
1|7|1|10|0.505495|0.660726|1.000000|0.481481|0.481742|0.142857|0.273333|0.500000|1.000000|0.000000|0.264151
1|7|1|11|0.435661|0.685705|0.935485|0.444444|0.013391|0.437857|0.236774|0.500000|1.000000|0.000000|0.273483
1|7|1|12|0.435661|0.685705|0.935485|0.444444|0.013391|0.437857|0.236774|0.500000|1.000000|0.000000|0.273483
1|7|1|13|0.324512|0.775908|0.897960|0.461815|0.374145|0.300286|0.172925|0.500000|1.000000|0.000000|0.170453
1|7|1|14|0.307692|0.778474|1.000000|0.481481|0.559898|0.142857|0.100000|0.500000|1.000000|0.000000|0.100629
1|7|1|15|0.307692|0.796436|1.000000|0.555556|0.006406|0.428571|0.113333|0.500000|1.000000|0.000000|0.113208
1|7|1|16|0.329670|0.766500|1.000000|0.518519|0.366432|0.000000|0.133333|0.500000|1.000000|0.000000|0.144654
